publishDate,網址,附議數量,content,權責機關,協辦單位,協辦單位2
2016-06-06 01:38:48,https://join.gov.tw/idea/detail/0eeba35d-70d9-4aba-919e-27ab11aab95a,5,"推動 2025 年 全台無人車在 2025 年之前淘汰所有需要人類駕駛的車輛，全面採用無人駕駛載具。
促進相關產業研發
大幅減少車禍
釋放停車場及道路土地

 ",交通部,經濟部,
2016-06-08 14:08:33,https://join.gov.tw/idea/detail/9dc5716b-b27b-492d-9280-bcd1e4bc9d5f,4,"降低酒駕肇事機會，保障人民生命安全【提議內容或建議事項】
因國內酒駕肇事問題十分嚴重，所以除了在宣導方面的執行外，希望加上實際防範行動。建議將國內車款方向盤上加裝感應式測血液酒精濃度的裝置，在他們要啟動前握住方向盤，而裝置開始測量，若酒精濃度超標，將只能啟動車內空調及音響設備，無法進行駕駛作業，防止酒後駕車的人。【利益與影響】
利益:讓酒後違反交通安全還想自行駕車的人，就此打住，讓這樣的肇事機會降至最低，減少交通上因此造成不必要的費用，及因此帶來的，交通堵塞.員警事物處理上的頻率，降低國家交通治安上的問題
影響:在整個汽車產業方面，將是一次大規模的更新，要將整個產業整頓上來說，是一個相當大的工程，但這麼做有利於台灣社會發展，保障國人的生命安全",交通部,內政部,
2016-06-08 19:56:26,https://join.gov.tw/idea/detail/d0def58c-6429-4f43-ab26-fab0f58b5514,2,五股交流道隨時塞車！請改善！加大出口成4車道.善用陸橋或地上地下空間盡快改善謝謝麻煩！五股交流道隨時南北雙塞至主車道，請儘速改善從空中陸橋！陸上加寬！地下引道！就是要儘快疏通百姓惡夢！每天塞車,交通部,,
2016-06-09 07:43:29,https://join.gov.tw/idea/detail/0b76bf94-0adf-410f-aad4-95173147753b,9,"停止年金改革，改以擴大稅基方案因應。年金改革將對現職及退休軍公教人員造成嚴重衝擊傷害，並將撕裂社會祥和拉大貧富不均差距，建議停止年金改革，改以擴大稅基等方案因應，提出下列四項方案共同搭配運作，請財政部評估推動：
1 落實有所得要繳稅之基本原則，將年金所得納入家戶所得計算繳稅，並提高高所得之累進稅率，搭配林全閣揆近日所提的小確幸方案，將可大幅增加財政稅收。將增加部份提出相當比重，比如一半，作為年金補充保費，依比重提撥給各項年金基金庫。如此不僅可增加稅收，亦可充實年金庫，更可降低貧富差距，社會詳和。
2 立法訂定外匯存底每年增長最高額度，比如百分之三，或與GDP成長相當，並將多出部份提出相當比重，作為年金補充保費，依比重提撥給各項年金基金庫，充實年金庫之不足。
3 提高遺產稅至二十百分比，並將增加之稅收用來支應提供通澎保證利率給中低收入戶，鼓勵低收入者存款增加財富。比如CPI加1.5百分比的保證利率給中位數以下之家戶。
4 提供勞工退休之一次領取的勞退金，也比照方案三的優惠存款利率，增加退休勞工的利息收入，並可鼓勵存款增加財富。
 
以上建議請財政部精算規劃落實，將可讓全民感受小確幸，政府獲得大確幸。社會詳和，貧富不均降低。",國家發展委員會,,
2016-06-13 08:50:02,https://join.gov.tw/idea/detail/4199ec08-8e79-46e5-96c0-ae7ad690b2f8,42,馬路白色線請加止滑劑.本人騎機車經驗:尤其下雨天最容易打滑.敬請加止滑劑以策行車安全.謝謝.雖小事一樁但救人無數功德無量.,交通部,,
2016-06-13 23:50:30,https://join.gov.tw/idea/detail/e8292c34-1c3d-4f4c-ba0a-1e153f0c3143,6,"如何預防砂石車(聯結車)因死角產生內輪差，碾斃機車或腳踏車騎士您好
如題建議:
1.強制加裝車側警示系統。
目前進口車都有選配或標配，但個人認為大型車更適合使用，輔助司機監控死角是否有小型車。
2.提的前強制汽機車行駛間，開起大燈或原廠日行燈。
有助於提早提醒司機後方騎士存在。
3.強制於後2輪加裝大型輪拱。
且後2輪拱之間不得有空隙，騎士位於後2輪時，萬一碰及輪胎，不至於從上方捲入，或不小心倒向後輪胎時，手可支撐輪拱，不至於遭後輪捲入，利於彈開。
 
謝謝
 ",交通部,,
2016-06-15 08:26:48,https://join.gov.tw/idea/detail/fb79feb1-da0b-44e4-8ace-c13ec9949554,0,"高速公路執照高速公路與一般道路使用觀念不同,
因該另外設置考照.
提升高速公路使用觀念.
沒有執照不能上高速公路.
先在六月提出,有半年時間可以考照,
明年農曆年就可試辦. 利益:降低危害基因 ,提高使用順暢
考不到照的,直能搭公公運輸,
也順帶提高公公運輸使用率,
 
影響範圍涵蓋
小型車,大貨車,大客車,連結車
只要要上高速公路都需要重新考照
 ",交通部,,
2016-06-15 10:30:44,https://join.gov.tw/idea/detail/d3dc51d8-dbbf-43d7-9d61-0b10b2e4c89b,29,"高速高路隧道車速管控之方法國道五號雪山隧道常因有車輛車速太慢，以致造成壅塞，或因為在隧道內，沒有相對比較基準，行車速度有時會不小心超速。
今建議於隧道內兩側牆壁上，安裝LED連續的光管，可以產生流動的光串依行車方向前進，藉由調整光串前進的速度顯示，讓駕駛可以掌握適當的行車速度，並達到隧道管控的車速，
例如內側車道，車速較快，隧道的左側牆壁上，光串前進的速度可以是行車速度的上限，外側車道牆壁上的光串則是以行車速度的下限來前進。
 建設LED光管，經費不多，操控技術亦不難。應可以實現。
經由光串顯示適當行車速度，相當直接明顯，也讓駕駛可以有相對的速度基準參考。龜速車的駕駛可以知道，並配合光串的速度前進。
LED光的顏色，型態也可以分段變化，對於隧道內單調的景色也能夠改善。
接近隧道口時，經由調整光串的速度，也可以讓駕駛將車速下降，或是提升。
並且可以於緊急時，利用光串作為警示，或是改變光串流動的方向，適當引導民眾至緊急避難空間。
 ",交通部,,
2016-06-15 19:40:38,https://join.gov.tw/idea/detail/79d35ea8-455e-4fd9-8c8a-978517227803,5,如何讓南部地區太陽能發電，加速屋頂太陽能發電，使老百姓願意投資並提早完成非核家園因政府財政困難，又要找地還要花錢建置並維護，現行太陽能屋頂發電尤以台南申請件數最多，如果使用空拍機，台南透天屋頂還是差很多，都是太陽能熱水器裝設最多，太陽能發電還太少了，政府如果願意提高補助，一開始花多一點經費，可以造就許多就業機會並增加人民投資太陽能發電意願，一旦與台電簽約20年，後面的維修及維護費用政府都不用花費，讓使用者付費，老百姓有賺到錢，當然願意維護太陽能系統，可是現在政府沒看遠一點，自己找地，自己編經費，花費更龐大，正常應該雙管齊下，不然2025年要達成非核家園，真得很困難，希望在下提出的建議，對大家有所幫助利益，老百姓可以從發電賺到錢，政府可以省下找地及建置(含維護費用)，當然如能時進行更佳，不過一開始政府須提高補助金額及簡化申請流程,經濟部,,
2016-06-16 11:26:38,https://join.gov.tw/idea/detail/1597079c-3073-4855-a38b-d7aa49e23f10,40,"有關於多孔隙瀝青混凝土鋪面（會吸水馬路）的提案台灣的天氣，晴時多雲偶陣雨，突如其來的暴雨，常導致低窪地區陷入淹水的困境，大量的雨水在短時間無法獲得消退，就會造成積水或淹水，給居民帶來很大的不便。
尤其在梅雨季節積更容易因為淹水造成交通堵塞
台灣發明家陳瑞文，早在10年前就發明出會呼吸、能儲水且不容易壞的海綿道路，他將塑膠導水管埋在海綿馬路的混凝土裡面，讓水可以迅速流到儲水層、馬路地底下的大水庫，還能有淨化空氣功能。這項發明取得全球專利，被30多個國家搶著要，但在台灣卻受限《採購法》而推不動。
報導指出是因我國受限於《採購法》規定，這些招標工程多採「最低標」，雖然海綿道路兼具多重好處，但政府為了省錢，只看一開始造價，就回到傳統透水磚、瀝青作法，卻忽略背後每年龐大的維修費用。
 
這多孔隙瀝青混凝土鋪面（會吸水馬路），會使都市發展水泥化的環境，重新賦予系統化功能，並予以縫補、串連，除可豐富都市生物多樣化，並可調節氣候變遷所帶來潛在威脅及舒緩都市熱島問題。
又可以減少地表逕流，建構都市的綠色基盤設施，以達成「永續發展、健康城市」的總目標
請問一下政府，這種的道路施工的作法，實在是優點很多，會何無法施行？煩請詳解一下。
 台灣的天氣，晴時多雲偶陣雨，突如其來的暴雨，常導致低窪地區陷入淹水的困境，大量的雨水在短時間無法獲得消退，就會造成積水或淹水，給居民帶來很大的不便。
尤其在梅雨季節積更容易因為淹水造成交通堵塞
台灣發明家陳瑞文，早在10年前就發明出會呼吸、能儲水且不容易壞的海綿道路，他將塑膠導水管埋在海綿馬路的混凝土裡面，讓水可以迅速流到儲水層、馬路地底下的大水庫，還能有淨化空氣功能。這項發明取得全球專利，被30多個國家搶著要，但在台灣卻受限《採購法》而推不動。
報導指出是因我國受限於《採購法》規定，這些招標工程多採「最低標」，雖然海綿道路兼具多重好處，但政府為了省錢，只看一開始造價，就回到傳統透水磚、瀝青作法，卻忽略背後每年龐大的維修費用。
 
這多孔隙瀝青混凝土鋪面（會吸水馬路），會使都市發展水泥化的環境，重新賦予系統化功能，並予以縫補、串連，除可豐富都市生物多樣化，並可調節氣候變遷所帶來潛在威脅及舒緩都市熱島問題。
又可以減少地表逕流，建構都市的綠色基盤設施，以達成「永續發展、健康城市」的總目標
請問一下政府，這種的道路施工的作法，實在是優點很多，會何無法施行？煩請詳解一下。",行政院公共工程委員會,內政部,交通部
2016-06-17 10:53:41,https://join.gov.tw/idea/detail/01c3719f-aba3-4d01-9ba3-74593c10c7a4,1,"高速公路-塞車問題 每到連續假日,相同的新聞""高速公路塞車""
交通部只提相關方案,卻不見提出塞車主因.
沒有主因,提出方案,有如亂槍打鳥.
疑問:高速公路設計,用路量為何?
       假設時速110km/h及80km/h, 車身固定為2m通過一點,四車道
          時速110每秒通過一點約30.6輛, 時速80每秒約22.2輛 (一車道差9輛,四車道差32輛/每秒) 
       同上假設,同時段最大車流量一百萬輛車南下,時速110約要4.5小時消耗,時速80約要6.3小時消耗
                    同時段最大車流量五十萬輛車南下,時速110約要2.3小時消耗,時速80約要3.1小時消耗
這麼算不含塞車就塞車,只是長短問題.
建議方案:
1:南下時國道三號台中以北,只能上不能下,or 台北+新北南下走國三,桃園新竹苗栗南下走國一,or 跳格時管制上下
2:延長五楊高架模式 ,
3.將61快速道路改為單向,放假時為南下,收假時改為北上. or改國三為單向
4.高速公路專屬執照,沒執照不能上,使用觀念很差也是塞車+車禍主因",交通部,,
2016-06-17 12:51:47,https://join.gov.tw/idea/detail/98bf6a69-be14-4c02-bf77-46fe3cb8bc71,6,"建請整併勞保.國保.公保.軍保.農漁保.退輔基金 等基金成為 台灣主權基金  避免基金虧損或倒閉【提議內容】
建請整併勞保.國保.公保.軍保.農漁保.退輔基金 等基金成為 台灣主權基金  避免基金虧損或倒閉
 
 
【利益與影響】
台灣目前有四大國安基金 跟 未來可能還有長照相關的基金需運作
經常於媒體版面上聽聞某某年金 或 某某保險基金將於何時出現危機
為何無法統合運作 類似  新加坡或其他國際主權基金的運作方式
將台灣主要基金統合整併為單一強勢主權基金 參與國際型投資 
如因受限於國際情勢影響  又或可改制公司制  按比例交由專業經理人操刀
當然 因涉及國家整體利益 在投資的風險控管  與 操作的品質上 必須有一定的考核標準
將原先有階級劃分的保險基金 改制成單一的國家型基金  
當然 我們相信在改制前的精算與投保制度的建制 是需要為政者好好思考的
但 大家同為一條船上的中華民國國民 台灣人  難道我們要放任各個基金都讓他走向虧損倒閉嗎?
 
因應全球化的趨勢 台灣人還能不團結嗎??   
 
【佐證資料】
舉例:
淡馬錫控股公司（Temasek Holdings）是一家新加坡的投資公司，新加坡政府財政部對其擁有100%的股權。由於其自成立起到2004年9月期間從未公布過財務報表，因此被認為是新加坡最神秘的企業之一。截至2013年3月31日的財政年度，全年盈利106億坡元（83億美元），股東回報率8.9%。
截至2013年3月底止，集團投資組合價值約2,150億坡元（1.318萬億港元）(約1690億美元)。
淡馬錫控股成立於1974年，是新加坡政府所全資擁有的幾家公司中知名度最高的，卻始終保持神秘。作為豁免私人企業，淡馬錫控股不必像上市公司一樣公開每年的財務報表，因此一直以來對該公司的傳聞都不斷。該公司掌控了包括新加坡電信、新加坡航空、星展銀行、新加坡地鐵、新加坡港口、海皇航運、新加坡電力、吉寶集團和萊佛士飯店等幾乎所有新加坡最重要、營業額最大的企業，曾有國外媒體估算，淡馬錫控股所持有的股票市價占到整個新加坡股票市場的47%，可以說是幾乎主宰了新加坡的經濟命脈。也因如此，新加坡的經濟模式被稱作是「國家資本主義」，即通過國家控制的私人企業來進行投資，主導以私營企業為主的資本市場。
 
(資料來源 維基百科)",國家發展委員會,,
2016-06-17 15:06:27,https://join.gov.tw/idea/detail/5364428e-9736-467f-94cf-e8cdd5e72706,1,"國道高速公路連假塞車問題建議採用中華民國年份或是西元年份來區分,
以今年是西元2016年為例子,
因為是偶數年份,
那今年所有的三天以上連續假日,
只要車輛的車牌號碼尾數是偶數,
則開放上午通行,
而下午不通行,
尾數是奇數的車輛,
則是上午不通行,
開放下午通行.
連假的每日都如此辦理,
大眾運輸車輛則不受牌照號碼影響,
至於夜間則維持所有車輛皆可通行.
輪到奇數年份時,
則換成奇數上午通行,
下午不通行...
 國道屬於全民共享,
想要連假不塞車,
只能避免同一時間裡讓所有車輛都湧上國道,
互相忍讓與錯開時間,
就可讓每個人都順利到達,
所以政府不只當協調者,
也要當個仲裁者.
至於趕時間的人,
如果無法上國道,
就會自行利用替代道路,
增加替代道路的使用率.
至於大眾運輸車輛不受影響,
應也能再增加運量.",交通部,,
2016-06-17 21:38:19,https://join.gov.tw/idea/detail/987b28aa-f40e-4f18-aa43-424f665a1fd3,37,視寵物為家人支持農委會主委曹啟鴻考慮是否在戶口名簿加入貓狗數量，進行普查，借此增加飼養主的責任感，「如果原本戶口有，哪天不見了就要追蹤，否則，流浪犬問題恐怕很難解決，希望能入法。」,農業部,,
2016-06-18 22:45:34,https://join.gov.tw/idea/detail/ca7e56b1-c504-4344-bfca-e29ccc517c22,14,"高速公路交流道堵塞問題的建議方法(參考東京---大阪的高速公路交流道)高速公路交流道堵塞問題，例如1高的五股交流道，1高的高架的環河交流道，全台都有類似高速公路交流道堵塞問題
主要原因，下交流道的車多，導致有些駕駛不願排隊，每每在靠近交流道時違規插車，導致違規的車因需降速度，後方車速被迫降低，
後方車速降低後，有些車轉往內線，導致內線車速亦不得不降低，如此一直到最內線車速亦被迫降低，所有車道因而開始回堵，甚至因插車或換車道，
導致車禍。
 
東京---大阪的高速公路南下或北上各兩線，結果高速公路在交流道沒有堵塞問題，
主要原因，在交流道前幾公里，兩線變成三線，駕駛若要下交流道必須提前進入第三線，因為過不久，第三線與第二線之間會有石墩隔開，
強迫要下交流道的駕駛必須提前進入第三線，不然就無法下交流道，如此因提前幾公里隔開，所有車子的車速都沒有降低，回堵的問題大為降低，
車禍相對少很多。
所以建議在下交流道時有一線專門給下交流道車子使用，長度最好夠長如5公里，並提前3~4公里用石墩隔開，如此挑一交流道試用，最好提前7公里
警告駕駛必須駛進交流道的專用車道，不然會無法下交流道。(以上長度只是範例，須根據實際狀態加加減減)堵塞問題大為降低，
車禍相對少很多",交通部,,
2016-06-21 03:50:15,https://join.gov.tw/idea/detail/14c13140-5c3d-431d-bd93-373f1de132f1,1,"縣市升格及合併是否有後續計畫自從2010年公佈實施縣市合併計畫，也就是行政區域的再調整
請問:
1.馬政府時代實行縣市合併至今的成效是好是壞?是否繼續實行?
2.其他縣市原本的合併要如何及何時實施?
3.新北市與台北市、基隆市是否有合併之打算?
4.如按人口多寡做為升格資格或許有直轄市過多之虞慮?
是否能仿效日韓各國成立特區之作法?
5.最後，是否有退場之機制，以及城內規模逐漸龐大之區域其自主性應當如何為之，是否仍委由指派之區長管理?1.直轄市過多然為第一為人質疑之事
2.其次是受惠於城市外溢效應之升格城市怎麼看皆是當時省縣市時的規格，除了人多、房多之外，根本看不出成為重要政經或地方中心之直轄市資格，而且原本位於偏鄉的地方，更因為升格後不僅沒有受惠反而更形落後，甚至淪為炒作而喪失原本當地生活環境品質和良田美地。
3.縣市合併和升格的結果資源似乎並沒有公平分配，許多人對於升格相當無感，南北好像越顯失衡，未合併、升格之縣市能見度及聲音越來越小。
4.最後，簡單來說，整個政策及方案好像做了一半一樣，或是說根本問題一堆卻未解決甚至沒能力解決，所以提出要問一個答案、結果。",內政部,,
2016-06-23 11:48:00,https://join.gov.tw/idea/detail/befad1c4-31e6-499b-a72e-8a68f4298431,18,"流浪狗議題，將養狗這件事成為一個流程序言
 
若是將狗（或任何一種寵物）當作商品來派發，會不會對於棄養會是個比較好的控管方式
 
 
舉例
 
若是要領養狗（寵物），則需要申請，並且每人10年內只可申請一次
 
並且若是家庭內（可以戶口名簿查）單位時間內申請的數量過多，則需要嚴加審核
 
 
申請狗的方式，有申請配種、領養、繼承
 
政府單位統一管理狗，以雲端管控數量，當需要養狗，先去公家單位申請，
 
當公家單位審核完成，因為配種可能會生出3-5隻，所以必須申請人數達到5人
 
才可開始配種，當生出後方可派發，若只生出三隻，則以申請優先順序配發
 
尚未配發到的將遞補到下次的申請優先順序
 
而每隻狗也會有他們的身分證明
 
 －－－－－－－－－－－－－－－－－
｜ －－－   名字：阿姆斯特朗旋風    ｜
｜｜狗狗 ｜        衝鋒阿姆斯特朗     ｜
｜｜照片 ｜        砲二號                 ｜
｜ －－－   品種：台灣土狗             ｜
｜             出生：2012/03/           ｜
｜             主人：馬19                  ｜
｜              主人地址：土城            ｜ 
－－－－－－－－－－－－－－－－－－
 
像這樣的身分證，並且在配發時，需先植入晶片，並且可使用APP
 
掃瞄晶片，並連接到狗的身分證明，簡單說用QR Code（晶片） 看照片（身分）這種概念
 
 
並且每3個月要回報狗的狀態，以免走失、棄養、死亡
 
當成長到成年期，則需要帶去寵物店結紮，若超過3個月未結紮，則需要罰款
 
若有人棄養，政府也要以雲端管控目前棄養的狗隻數量，當數量歸零
 
才可開始開放配種申請，也就是說
 
if( 流浪數量 < 0 ) 配種申請->Enabled = true;
else               配種申請->Enabled = false;
 
 
若是走失、棄養、死亡（看理由，人為或是不可挽救的因素來決定懲罰力度）
 
都要罰款（以身家財產百分比來懲罰，家產包含不動產以及股票等）
 
以身家財產3000萬來舉例，棄養需罰10%，也就是300萬
 
而身家財產，則依照上年度的報稅來計算，以免像呂宗吉一樣，出事才說沒錢
 
 
題外話，另外我是認為現在的法律，罰金也應該以身家百分比來算
 
不然對於酒駕的人來說，一次酒駕罰個幾萬根本不痛不癢
 
若是罰百分比，則痛到爆炸
 
 
所以需要特別取締非法養殖的狗商，要加重刑罰之類的，比如關3 - 7 年
 
這樣其實也不算太多，畢竟玩弄生命罰再多也不嫌多
 
 
 
感謝閱讀利益
 
當人懶就有棄養的可能
 
所以要將配發狗的地方統一管理，就是不讓其他寵物店可以自行生育、買賣狗隻
簡單說就是要讓養寵物變成一件懶人不願意去做的事情
 
就是需要政府去取締非法繁殖了，現在狗棄養就是因為供過於求
我這隻不喜歡，丟掉就好，反正很好買
如果讓狗變成一種當配發固定的方式就不會有這種心態了
 
影響：會對於非法繁殖狗隻的違法人士的利益造成影響",農業部,,
2016-06-24 02:20:27,https://join.gov.tw/idea/detail/727fc4dc-5427-4a8a-a290-7df2a0fd71eb,0,"汽車總量管制與依車輛車型、排氣量大小給與增、減稅臺灣地形四面環海，島中又有中央山脈、阿里山山脈…等縱貫型山脈，實屬地狹人稠。但是島內汽車總量從民國77年的2百多萬輛至今105年已達7百70萬輛之餘，不減反增。
每當重大節慶有多日連續假期高速公路總是塞得水洩不通，或是百貨公司、大賣場等公共場所停車位是一位難求。現在環保意識提升，首先應先修法將15年以上之老舊車輛強制報廢，減少廢氣所產生之污染。
再來第一段曾提到地狹人稠，看看臺灣周遭國家的日本、新加坡，為了控管新車領牌量，要求購車之車主需提出車位證明才可購車，因此臺灣應該比照擬法、立法，但卻又不廣設立體停車場以達到確實減量目標。
臺灣目前車輛為數眾多，未來應推廣車型較小與排氣量較小的四輪小轎車如SUZUKI Swift、NISSAN March、Mini Copper、Benz Smart等，並在購車時給予更多補助或是稅金上面的減免；相反對於車型較大、排氣量較大的車款則更加重課稅如：MASERATI 、BENZ 較長型轎車、Hammer H2、Nissan Teana等
 
 
 減少四輪車輛所造成的廢氣汙染、增加土地可活用面積、促進大眾運輸活絡、減少四輪車輛因過失或酒駕等所造成的交通意外、在稅制上可以更加公平，買豪車就應該貢獻更多的稅額。
 
 ",交通部,,
2016-06-26 17:52:47,https://join.gov.tw/idea/detail/9c318d5b-775f-4c0b-a5d6-323aa19548b2,2,"關於快速道路與高速公路辨識提議普重機車與大重機車 常因為沒注意告示牌而誤入快速道路或高速公路 常有人騎車沒注意到號誌上去 造成騎車壓力 或者汽車挑釁 造成更嚴重的傷害 
建議 快速道路閘道路面與引道路面鋪設黃色金剛砂辨識 讓普通重機好辨識 不會誤入
建議 高速公路 閘道與引道 鋪設紅色金剛砂辨識 讓普通重機與大型重機好辨識 不會誤入 (大型重機常常因為在快速公路 誤入高速公路引道 例如66快速公路最容易)
舉例 東西向 到古坑那段快速公路 直接接國道 會讓大型重機誤入 如果提前看到紅色鋪面 會警覺馬上切到閘道下去 免誤入
成本不高 辨識度滿分 效果強大 民眾騎車(不管普重或大重) 輕鬆無壓力 看顏色分別快速公路或高速公路
 ",交通部,,
2016-06-27 12:01:28,https://join.gov.tw/idea/detail/66808eee-445c-4500-8a3e-7bef5d2e3d05,1,"希望改善國五假日壅塞問題
建議以車號分流，如：單數週只能車號末碼為單數使用國五進雪隧，雙數週則為雙數號。但不能用單雙日，因為很多人是渡假，隔日才回程。這樣好處是可使民眾多使用共乘機制，減少部分車子上路，或使車子分流至北宜公路、台二線，希望不要調漲費用，現在時機不好，這對民眾多少也有影響！況且每次假日不只雪隧塞，國一彰化及新竹系統等，也是必塞，那是否也要調漲呢？麻煩各位長官参考一下吧⋯⋯
",交通部,,
2016-06-29 18:17:59,https://join.gov.tw/idea/detail/a27f651f-7aa7-43e8-b232-f04b0d0696fc,679,"纖維肌痛(Fibromyalgia)症狀群 簡稱FMA加入身障 成立醫療團隊纖維肌痛症也被稱作「神秘的疼痛症」，由於神經系統不正常的放電，病人除了會出現全身性的慢性身體疼痛之外，也常合併有睡眠障礙、憂鬱等多種臨床症狀，然而這些症狀相當多樣，診斷上也不是抽血、或照X光片就可以確立，患者常在查不出病因的情況下，飽受病痛之苦 卻不知道該怎麼辦。
《為何fma需要身障評估?》
 
(一)目前的使用藥，藥效益有限~少痛點，但仍很多人無法工作，無法維持生活水平。
 
(二)很多人身體功能有不同大小受損，造成日常生活受限，所以需要:家事鐘點服務補助 博愛坐; 殘障輔助工具,家具的購置補助....等等。
(這些福利應該原本身障法內就有....不是單針對我們。)
 
(三)吃藥外,很多人還得去尋求物理治療，不論是中醫,西醫復健，民俗療法.....都是需要一段時間(甚至永久)，累積下來花費可觀，這點也非常需要能有身障在 輕 中 重 重大 等級中給予協助，補助。例如:康復巴士，復健費用減免.....等等。
 
(四)由於病症特殊，難以適用現行評估法規，我們需要《fma另案身障評估方法》，這是給fma疾病患者本應有的照護權益，讓fma身障與現有殘障形式 一視同仁，相等重視。
 
《為何需要醫學會幫助我們?》
 
(一)需要請醫學會""做fma研究""：
 
由 醫學會 醫師，向國家提出《fma研究計畫》就能申請研究經費 ;
向各國收集 所有的研究 資料 報告 文獻 也能徵求實例病患個案，參與實驗研究 有了以上資源，就能對fma做研究了
 
研究是醫生的專業權限領域！非我們一般民眾或患者有能力執行。
 
(二)需要醫學會""對醫生廣泛宣導，讓更多醫生認知fma""：
 
醫生是面對求診民眾的第一線，是非常重要的角色。
(a)fma病患確診前，常在不同科別看來看去造成誤診 ，做了一些不需要的治療和吃了一些不必要的藥物，真是浪費醫療資源又傷害身體。若醫生都具備fma認知，就能正確做出珍斷，讓fma確診者，獲得真正有效的用藥與治療法。
 
(b)醫生能正確用《fma診斷碼》上傳健保局登記，而不是用其它疾病碼張冠李戴，
這樣醫學會將能收集到正確數值，做成《臺灣人fma病例統計》
 
 
(三)需要醫學會協助政府評定，
統列《纖維肌痛症診斷碼》下治療此病之所有用藥品名 ：
 
纖維肌痛症的病症，除全身到處疼痛僵硬外，常合併有憂鬱,焦慮,疲勞,失眠...等症狀，但礙於現行法規，開藥權限有科別限制，致使纖維肌痛症適用藥品，在家醫科 ,風濕免疫科,精神科， 都各有某些藥品不能開立。病患必須不斷到不同科看診，才能拿到對症的藥。
如此不但浪費看診資源；也容易因各科醫生或病人自己疏忽未告知，造成部分重疊開藥，徒增用藥危險。
有了上列本國自己的《臺灣fma醫學研究報告》+《臺灣人fma病例統計》，則可以此醫學憑據，整合fma各種病症所需用藥，看診一科別醫生即能開全藥品 ，這是當務之急！
 
 
(四)需要專業醫師訂立《fma另案身障評估方法與標準》：
 
同樣的，上列本國自己的《臺灣fma醫學研究報告》+《臺灣人fma病例統計》
也將是推動fma加入身障評估訴求的重要醫學憑據。想像自己每天起床時，
不知道自己有沒有辦法走到超商買東西；
不知道自己有沒有辦法洗個澡；
不知道自己有沒有辦法好好吃頓飯。
與慢性疾病生活是一連串在屈服和奮鬥中取得平衡的學習；
而且沒有人知道你正身處一場戰鬥之中。
 
(1)藥效益有限~少痛點但仍很多人無法工做，無法維持生活水平
(2)很多人生活上身體功能有很多受限
(3)身障是對我們的些許照顧與保障
吃藥外很多人還得去尋求理療不管中醫西醫的復健，名俗理療都是耗時有要一筆費用這都很需要能有身障在輕 中 重 重大的等級中給予協助 補助例如~康復巴士，復健費用減免.....
我們每個人也並沒有因為得到此病，每個人就放棄生活，每個人都很努力的想好好活著好好生活。每個人都在找方法讓自己更好，如果可以，誰不希望自己是一個正常人？誰想擁有身障資格？
 
吃藥的改善還是有限吧！還是很多人無法好好去工作(ex我已經三年沒有去工作了)，需要復健、治療過往的損傷，不是說吃藥就可以得到解救！也不是吃藥就可以真的完全不痛！也不是吃了藥之後以前的損傷就會好！FMA受過的傷有點不太可逆~只是減緩不要惡化，或者改善一點點的肌肉彈性，但仍需要治療阿！利瑞卡並不是萬能阿！只要要一停or少吃，就又跟行屍走肉一般！痛不欲生！ 吃藥也許只是可以自己一個人好好走去復健治療，不是給外勞推去復健，推去醫院！
 
而且僵直性脊椎炎 有列入身障評估，但是我們的疼痛我覺得應該比他們痛耶！而且症狀也多很多！(我也有認識僵直性的患者)
也許每個人症狀不同！但是我有15年24小時都在疼痛！每天早上睡醒都只能躺在床上，又或者又痛到昏睡過去，後來開始吃力瑞卡 也只是減輕3成的疼痛，以及可以稍微過一般平常的人的生活而已！但還是很疼痛到無法做任何事情啊！每天光是復健就夠累了！來回就覺得非常奔波以及疲憊！工作？算了吧
 
吃藥的改善，雖然對疼痛有差，但是我覺得並不能完全改善關於我們這些病患的一些日常生活啊！也不是每天都可以剛好靠藥物就可以度過，還有天氣因素之類等等再影響，不是說像糖尿病一樣乖乖吃藥和控制飲食就可以真的改善一切
 
當然，我不否認藥物沒有改善，我完全沒有忘記我第一次吃力瑞卡的時候的感受，我吃完大概一個小時之後，我是想哭的，第一次吃到有效的藥！也沒有忘記第一次吃嗎啡型的止痛藥，我才發現原來我的腦袋是可以清醒的，但只維持一個小時的清醒，又開始昏沉！
 
但我也記得每次吃飯吃到手很酸，都很想生氣！覺得自己怎麼會這樣這麼倒楣得到這個病！
跟醫師訴說，醫生也只是說：改用湯匙吃飯吧！
每次出去吃火鍋，東西都才剛放下去，還沒開始吃，手就酸了
這些都不是吃藥就可以真的改善的問題啊！
醫師的幫忙也只是開藥給你而已，其他的還是要自己去努力，因為醫師也無法怎樣了，也沒有誰真的可以幫你過生活，還是要自己有謀生能力，想辦法賺錢吧？因為不是每個人的家裡都允許不去工作，讓你每天在那邊復健、復建、復建！治療、治療、治療！
 
出去外面搭捷運或公車，身體痛得要死，想坐一下博愛座，可是因為看起來什麼都沒怎樣，老人家、孕婦來了你敢不讓位嗎？有時候連家人都不能理解你了，怎麼可望陌生人理解你？
 
也許我們可以不畏懼別人的閒言閒語和眼光，但是生活還是要過，怎麼好好的有辦法自己過生活才是最重要的，沒錢？生活怎麼過下去？治療怎麼走下去？
 
這些也不是幾百塊健保給付，吃藥就可以解決的了阿？！
 
我想，也許這些才是真的需要有身障的原因吧！",衛生福利部,,
